rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,content_type,created_month_num,created_full_date,channel_age_days,created_weekday
358,Fatos Desconhecidos,20900000,3828000587.0,Entertainment,Fatos Desconhecidos,6262,Brazil,BR,Entertainment,2033.0,17.0,96.0,52330000.0,13100.0,209300.0,157000.0,2500000.0,2013.0,9.0,26,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,9,2013-09-26,4497,3
359,Brave Wilderness,20900000,4927879069.0,Pets & Animals,Brave Wilderness,982,United States,US,Animals,1396.0,100.0,2.0,2989000.0,0.0,0.0,0.0,0.0,2014.0,9.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Pets & Animals,9,2014-09-08,4150,0
360,LIV Crime,20900000,11058049885.0,People & Blogs,LIV Crime,9850,United States,US,People,372.0,100.0,17.0,383700000.0,95900.0,1500000.0,1200000.0,18400000.0,2020.0,8.0,18,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,8,2020-08-18,1979,1
361,Minecraft - Topic,20900000,0.0,,Minecraft - Topic,0,Unknown,Unknown,Games,4057944.0,,24.0,64085000.0,0.0,0.0,0.0,0.0,2013.0,12.0,20,,,,,,,Games,12,2013-12-20,4412,4
362,Romeo Santos,20900000,17324976752.0,Music,RomeoSantos,6,United States,US,Music,2595710.0,5417.0,4067.0,99.0,0.02,0.4,0.3,5.0,2006.0,7.0,31,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,7,2006-07-31,7111,0
363,Canal Canalha,20800000,1870608170.0,Comedy,Canal Canalha,288,Brazil,BR,Comedy,5407.0,18.0,18.0,23897000.0,6000.0,95600.0,71700.0,1100000.0,2011.0,4.0,8,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Comedy,4,2011-04-08,5399,4
364,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,20800000,2378448129.0,Education,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,193,Germany,DE,Education,3914.0,2.0,21.0,29269000.0,7300.0,117100.0,87800.0,1400000.0,2013.0,7.0,9,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Education,7,2013-07-09,4576,1
365,Yoeslan,20700000,17963202261.0,Entertainment,Yoeslan,619,United States,US,Entertainment,146.0,101.0,96.0,874796000.0,218700.0,3500000.0,2600000.0,42000000.0,2020.0,9.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,9,2020-09-26,1940,5
366,5-Minute Crafts DIY,20700000,5091618606.0,Howto & Style,5-Minute Crafts DIY,5062,United States,US,Howto,1334.0,103.0,11.0,20012000.0,5000.0,80000.0,60000.0,960600.0,2018.0,1.0,18,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,1,2018-01-18,2922,3
367,Zach King,20700000,5410164682.0,Entertainment,Zach King,6,Unknown,Unknown,Entertainment,3997461.0,,4664.0,125.0,0.03,0.5,0.38,6.0,2013.0,6.0,5,,,,,,,Entertainment,6,2013-06-05,4610,2
368,tuzelity SHUFFLE,20700000,8658941531.0,People & Blogs,tuzelity SHUFFLE,889,Russia,RU,People,570.0,3.0,18.0,552266000.0,138100.0,2200000.0,1700000.0,26500000.0,2015.0,10.0,26,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,People & Blogs,10,2015-10-26,3737,0
369,NBA,20700000,12624879732.0,Sports,NBA,47926,United States,US,Sports,304.0,103.0,4.0,73025000.0,18300.0,292100.0,219100.0,3500000.0,2005.0,11.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Sports,11,2005-11-21,7363,0
370,Deddy Corbuzier,20600000,4956090094.0,Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,3539124.0,4044.0,6217.0,85.0,0.02,0.34,0.26,4.0,2007.0,7.0,23,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,7,2007-07-23,6754,0
371,Bizarrap,20600000,7657171980.0,Comedy,Bizarrap,83,Argentina,AR,Entertainment,711.0,8.0,98.0,193176000.0,48300.0,772700.0,579500.0,9300000.0,2017.0,1.0,15,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Comedy,1,2017-01-15,3290,6
372,Avicii,20600000,10292874715.0,Music,Avicii,156,Sweden,SE,Music,421.0,1.0,92.0,81236000.0,20300.0,324900.0,243700.0,3900000.0,2009.0,10.0,28,67.0,10285453.0,6.48,9021165.0,60.128161,18.643501,Music,10,2009-10-28,5926,2
373,Mnet K-POP,20500000,15038593883.0,Entertainment,Mnet K-POP,33229,South Korea,KR,Entertainment,220.0,7.0,99.0,158540000.0,39600.0,634200.0,475600.0,7600000.0,2006.0,3.0,9,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Entertainment,3,2006-03-09,7255,3
374,LazarBeam,20500000,8768697257.0,Gaming,LazarBeam,1323,Australia,AU,Games,565.0,3.0,25.0,26082000.0,6500.0,104300.0,78200.0,1300000.0,2015.0,1.0,4,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136,Gaming,1,2015-01-04,4032,6
375,Ninja Kidz TV,20500000,11009148579.0,Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,377.0,104.0,99.0,195203000.0,48800.0,780800.0,585600.0,9400000.0,2017.0,2.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,2,2017-02-09,3265,3
376,Totoy kids - Portuguï¿½,20400000,1796227417.0,Film & Animation,Totoy kids - Portuguï¿½,206,Brazil,BR,Film,5673.0,19.0,24.0,39495000.0,9900.0,158000.0,118500.0,1900000.0,2014.0,12.0,2,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Film & Animation,12,2014-12-02,4065,1
377,Jake Paul,20400000,7311322368.0,People & Blogs,Jake Paul,1006,United States,US,People,778.0,105.0,19.0,14646000.0,3700.0,58600.0,43900.0,703000.0,2013.0,9.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,9,2013-09-19,4504,3
378,Linkin Park,20400000,13397000296.0,Music,linkinpark,0,Afghanistan,AF,Games,4057944.0,1385.0,7136.0,64085000.0,0.0,0.0,0.0,0.0,2006.0,11.0,28,9.7,38041754.0,11.12,9797273.0,33.93911,67.709953,Music,11,2006-11-28,6991,1
379,Vijay Television,20400000,29406206620.0,Entertainment,Vijay Television,51515,India,IN,Entertainment,43.0,70.0,100.0,907534000.0,226900.0,3600000.0,2700000.0,43600000.0,2007.0,2.0,1,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,2,2007-02-01,6926,3
380,SlivkiShow,20400000,4707412332.0,Entertainment,SlivkiShow,462,Ukraine,UA,Entertainment,1489.0,1.0,100.0,28990000.0,7200.0,116000.0,87000.0,1400000.0,2012.0,12.0,11,82.7,44385155.0,8.88,30835699.0,48.379433,31.16558,Entertainment,12,2012-12-11,4786,1
381,Emiway Bantai,20400000,3579555124.0,Music,Emiway Bantai,239,India,IN,Music,2236.0,70.0,94.0,41289000.0,10300.0,165200.0,123900.0,2000000.0,2013.0,5.0,3,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,5,2013-05-03,4643,4
382,Got Talent Global,20300000,2441288701.0,Entertainment,Got Talent Global,1245,United Kingdom,GB,Entertainment,3750.0,15.0,101.0,86457000.0,21600.0,345800.0,259400.0,4100000.0,2013.0,1.0,31,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Entertainment,1,2013-01-31,4735,3
383,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,20300000,11022391339.0,Education,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,107,Unknown,Unknown,Education,380.0,,22.0,71777000.0,17900.0,287100.0,215300.0,3400000.0,2018.0,7.0,22,,,,,,,Education,7,2018-07-22,2737,6
384,BabyBus - Cerita & Lagu Anak-anak,20300000,11819051552.0,Education,BabyBus - Cerita & Lagu Anak-anak,875,Indonesia,ID,Education,332.0,10.0,22.0,112768000.0,28200.0,451100.0,338300.0,5400000.0,2019.0,1.0,14,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Education,1,2019-01-14,2561,0
385,Ami Rodriguez,20200000,2951914200.0,Entertainment,Ami Rodriguez,460,Colombia,CO,Entertainment,2959.0,7.0,103.0,263864000.0,66000.0,1100000.0,791600.0,12700000.0,2009.0,7.0,20,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Entertainment,7,2009-07-20,6026,0
386,Noor Stars,20200000,2764127969.0,Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,3238.0,5.0,102.0,15556000.0,3900.0,62200.0,46700.0,746700.0,2014.0,4.0,24,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818,Comedy,4,2014-04-24,4287,3
387,Family GamesTV,20200000,7066711323.0,Entertainment,FamilyGamesTV,0,Unknown,Unknown,Games,4057944.0,,7492.0,64085000.0,0.0,0.0,0.0,0.0,2012.0,12.0,29,,,,,,,Entertainment,12,2012-12-29,4768,5
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246.0,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780.0,71.0,23.0,113420000.0,28400.0,453700.0,340300.0,5400000.0,2017.0,5.0,25,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,5,2017-05-25,3160,3
389,dednahype,20200000,20919403720.0,Comedy,dednahype,1935,Latvia,LV,Comedy,108.0,1.0,19.0,1245000000.0,311200.0,5000000.0,3700000.0,59800000.0,2020.0,3.0,20,88.1,1912789.0,6.52,1304943.0,56.879635,24.603189,Comedy,3,2020-03-20,2130,4
390,Marta and Rustam,20200000,19694265358.0,Comedy,Marta and Rustam,761,United States,US,Comedy,126.0,106.0,20.0,452250000.0,113100.0,1800000.0,1400000.0,21700000.0,2021.0,6.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,6,2021-06-21,1672,0
391,MiawAug,20200000,6098644584.0,Gaming,MiawAug,3713,Indonesia,ID,Games,1023.0,11.0,27.0,64489000.0,16100.0,258000.0,193500.0,3100000.0,2014.0,3.0,15,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Gaming,3,2014-03-15,4327,5
392,CookieSwirlC,20100000,23353115850.0,Entertainment,CookieSwirlC,3774,United States,US,Games,86.0,108.0,28.0,221702000.0,55400.0,886800.0,665100.0,10600000.0,2013.0,11.0,3,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2013-11-03,4459,6
393,Skrillex,20100000,6618524158.0,Music,Skrillex,241,United States,US,Music,905.0,108.0,95.0,25263000.0,6300.0,101100.0,75800.0,1200000.0,2010.0,4.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,4,2010-04-06,5766,1
394,AuthenticGames,20100000,8920141342.0,Gaming,AuthenticGames,4974,Brazil,BR,Games,549.0,20.0,28.0,5420000.0,1400.0,21700.0,16300.0,260200.0,2011.0,10.0,7,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Gaming,10,2011-10-07,5217,4
395,Robin Hood Gamer,20100000,10366850490.0,Entertainment,Homem Aranha player,0,Unknown,Unknown,Games,4057944.0,,7471.0,64085000.0,0.0,0.0,0.0,0.0,2013.0,3.0,16,,,,,,,Entertainment,3,2013-03-16,4691,5
396,Pencilmation,20100000,11317309935.0,Film & Animation,Pencilmation,1481,United States,US,Entertainment,366.0,109.0,104.0,14862000.0,3700.0,59400.0,44600.0,713400.0,2007.0,2.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,2,2007-02-01,6926,3
397,7clouds,20100000,14816075927.0,Music,7clouds,2384,United States,US,Music,227.0,108.0,95.0,276751000.0,69200.0,1100000.0,830300.0,13300000.0,2013.0,5.0,25,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,5,2013-05-25,4621,5
398,5-Minute Crafts PLAY,20100000,6119294270.0,Howto & Style,5-Minute Crafts PLAY,5491,United States,US,Howto,1014.0,108.0,12.0,105784000.0,26400.0,423100.0,317400.0,5100000.0,2017.0,10.0,30,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,10,2017-10-30,3002,0
399,Marvel Entertainment,20100000,5634695322.0,Entertainment,MarvelEntertainment,1,United States,US,Film,4054962.0,6143.0,4024.0,63.0,0.02,0.25,0.19,3.0,2011.0,5.0,10,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,5,2011-05-10,5367,1
400,BuzzFeedVideo,20100000,17913237851.0,People & Blogs,BuzzFeedVideo,7737,United States,US,People,150.0,108.0,20.0,9112000.0,2300.0,36400.0,27300.0,437400.0,2011.0,8.0,10,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,8,2011-08-10,5275,2
401,REACT,20000000,13154314376.0,Entertainment,REACT,4339,United States,US,Entertainment,281.0,109.0,104.0,23206000.0,5800.0,92800.0,69600.0,1100000.0,2007.0,6.0,4,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,6,2007-06-04,6803,0
402,Vevo,20000000,559765455.0,Music,Vevo,1527,United States,US,Music,22747.0,109.0,96.0,1331000.0,333.0,5300.0,4000.0,63900.0,2006.0,4.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,4,2006-04-14,7219,4
403,Gordon Ramsay,20000000,3875172235.0,Entertainment,Gordon Ramsay,1527,United Kingdom,GB,Entertainment,2001.0,16.0,104.0,39228000.0,9800.0,156900.0,117700.0,1900000.0,2006.0,4.0,29,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Entertainment,4,2006-04-29,7204,5
404,Pentatonix,20000000,6033295543.0,Music,pentatonix,1,Canada,CA,Entertainment,4051673.0,4072.0,6742.0,64085000.0,0.0,0.0,0.0,0.0,2006.0,3.0,9,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Music,3,2006-03-09,7255,3
405,Green Gold TV - Official Channel,20000000,9715291883.0,Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,473.0,72.0,104.0,70278000.0,0.0,0.0,0.0,0.0,2011.0,7.0,1,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Film & Animation,7,2011-07-01,5315,4
406,Gusttavo Lima Oficial,19900000,13917423958.0,Music,Gusttavo Lima Oficial,416,Brazil,BR,Music,258.0,21.0,97.0,214803000.0,53700.0,859200.0,644400.0,10300000.0,2010.0,11.0,9,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Music,11,2010-11-09,5549,1
407,HaerteTest,19800000,3234880084.0,Science & Technology,HaerteTest,1411,Germany,DE,Tech,2583.0,3.0,6.0,5650000.0,1400.0,22600.0,17000.0,271200.0,2011.0,9.0,6,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Science & Technology,9,2011-09-06,5248,1
408,Crafty Panda,19800000,5759442450.0,People & Blogs,Crafty Panda,760,United States,US,Entertainment,1120.0,111.0,105.0,6137000.0,1500.0,24500.0,18400.0,294600.0,2017.0,12.0,3,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,12,2017-12-03,2968,6
409,SOMOY TV,19800000,12293479945.0,News & Politics,TIME NEWS,9930,United States,US,News,1291541.0,2251.0,1555.0,16229.0,4.0,65.0,49.0,779.0,2013.0,11.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,News & Politics,11,2013-11-16,4446,5
410,JennaMarbles,19700000,1803249241.0,Comedy,JennaMarbles,250,United States,US,Comedy,5665.0,112.0,21.0,3769000.0,942.0,15100.0,11300.0,180900.0,2010.0,2.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,2,2010-02-16,5815,1
411,Troom Troom Es,19700000,7452667615.0,People & Blogs,Troom Troom Es,2912,Unknown,Unknown,Howto,747.0,,13.0,29387000.0,7300.0,117500.0,88200.0,1400000.0,2016.0,2.0,5,,,,,,,People & Blogs,2,2016-02-05,3635,4
412,Official Pink Panther,19700000,10955619815.0,Film & Animation,OfficialPinkPanther,1,United States,US,Games,4052414.0,7741.0,7494.0,64085000.0,0.0,0.0,0.0,0.0,2011.0,10.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,10,2011-10-06,5218,3
413,Britain's Got Talent,19700000,11323617496.0,Entertainment,Britain's Got Talent,4225,United Kingdom,GB,Entertainment,364.0,17.0,106.0,54192000.0,13500.0,216800.0,162600.0,2600000.0,2008.0,4.0,12,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Entertainment,4,2008-04-12,6490,5
414,SCTV,19700000,9808676159.0,Entertainment,SCTV,267,United Kingdom,GB,Music,2831648.0,3695.0,4668.0,336.0,0.08,1.0,1.0,16.0,2006.0,3.0,25,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Entertainment,3,2006-03-25,7239,5
415,AS Gaming,19600000,2851024430.0,Gaming,ASGaming,17,United States,US,Games,3857915.0,7711.0,7464.0,23.0,0.01,0.09,0.07,1.0,2009.0,3.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,3,2009-03-05,6163,3
416,Sony AATH,19600000,13930021471.0,Shows,Sony AATH,18661,United States,US,Entertainment,257.0,112.0,106.0,274212000.0,68600.0,1100000.0,822600.0,13200000.0,2013.0,11.0,13,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Shows,11,2013-11-13,4449,2
417,tabii Urdu,19600000,8779729549.0,Entertainment,tabii Urdu,1306,Turkey,TR,Entertainment,562.0,3.0,107.0,110806000.0,27700.0,443200.0,332400.0,5300000.0,2020.0,4.0,17,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322,Entertainment,4,2020-04-17,2102,4
418,DaFuq!?Boom!,19600000,7906181776.0,Film & Animation,DaFuq!?Boom!,214,United States,US,Entertainment,656.0,112.0,106.0,2304000000.0,576000.0,9200000.0,6900000.0,110600000.0,2016.0,6.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,6,2016-06-06,3513,0
419,Clash of Clans,19600000,3961318438.0,Gaming,Clash of Clans,674,United States,US,Games,1934.0,113.0,30.0,22292000.0,5600.0,89200.0,66900.0,1100000.0,2013.0,1.0,31,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,1,2013-01-31,4735,3
420,RKD Studios,19500000,5234251168.0,Entertainment,RKD Studios,847,India,IN,Entertainment,1265.0,74.0,108.0,59841000.0,0.0,0.0,0.0,0.0,2014.0,3.0,14,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,3,2014-03-14,4328,4
421,DLS News,19400000,2255542592.0,News & Politics,DLS News,4750,India,IN,News,4178.0,74.0,8.0,32111000.0,8000.0,128400.0,96300.0,1500000.0,2017.0,7.0,5,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,7,2017-07-05,3119,2
422,JukiLop,19400000,1577859332.0,People & Blogs,JukiLop,85,Mexico,MX,People,6674.0,14.0,22.0,2382000.0,595.0,9500.0,7100.0,114300.0,2017.0,9.0,15,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,People & Blogs,9,2017-09-15,3047,4
423,etvteluguindia,19400000,23038014291.0,Entertainment,etvteluguindia,125974,India,IN,Entertainment,88.0,75.0,109.0,272917000.0,68200.0,1100000.0,818800.0,13100000.0,2010.0,3.0,15,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,3,2010-03-15,5788,0
424,FIFA,19400000,5529131886.0,Sports,FIFA,10728,Switzerland,CH,Sports,1186.0,1.0,5.0,58863000.0,14700.0,235500.0,176600.0,2800000.0,2006.0,9.0,6,59.6,8574832.0,4.58,6332428.0,46.818188,8.227512,Sports,9,2006-09-06,7074,2
425,Manoj  parihar,19300000,264228052.0,,Manoj  parihar,335,India,IN,Howto,48846.0,75.0,14.0,37167000.0,9300.0,148700.0,111500.0,1800000.0,2021.0,3.0,2,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Howto,3,2021-03-02,1783,1
426,Vsauce,19300000,2897907132.0,Science & Technology,Vsauce,462,Unknown,Unknown,Entertainment,3024.0,,110.0,69614000.0,17400.0,278500.0,208800.0,3300000.0,2007.0,7.0,30,,,,,,,Science & Technology,7,2007-07-30,6747,0
427,Unbox Therapy,19300000,4508184467.0,Science & Technology,Unbox Therapy,2175,Unknown,Unknown,Tech,1596.0,,7.0,16718000.0,4200.0,66900.0,50200.0,802500.0,2010.0,12.0,21,,,,,,,Science & Technology,12,2010-12-21,5507,1
428,shane,19200000,4329121104.0,People & Blogs,shane,570,United States,US,Comedy,1705.0,114.0,22.0,2730000.0,683.0,10900.0,8200.0,131100.0,2005.0,9.0,22,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,9,2005-09-22,7423,3
429,Sonotek,19200000,7590582024.0,Entertainment,Sonotek,8285,India,IN,Music,724.0,77.0,98.0,28678000.0,7200.0,114700.0,86000.0,1400000.0,2011.0,1.0,11,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,1,2011-01-11,5486,1
430,Jimmy Kimmel Live,19100000,13124645973.0,Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,283.0,115.0,23.0,17243000.0,4300.0,69000.0,51700.0,827600.0,2006.0,9.0,20,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,9,2006-09-20,7060,2
431,TheOdd1sOut,19100000,4566120190.0,Comedy,TheOdd1sOut,139,United States,US,Comedy,1568.0,115.0,23.0,30986000.0,7700.0,123900.0,93000.0,1500000.0,2014.0,8.0,30,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,8,2014-08-30,4159,5
432,Goldmines Great Indian Comedy,19100000,5194942269.0,Film & Animation,Goldmines Great Indian Comedy,2948,Unknown,Unknown,Film,1279.0,,26.0,65920000.0,16500.0,263700.0,197800.0,3200000.0,2016.0,8.0,29,,,,,,,Film & Animation,8,2016-08-29,3429,0
433,Lil Nas X,19100000,6339584661.0,Music,Lil Nas X,37,Unknown,Unknown,Music,966.0,,99.0,46192000.0,11500.0,184800.0,138600.0,2200000.0,2018.0,5.0,19,,,,,,,Music,5,2018-05-19,2801,5
434,ýýýýýýýýýýýýýý ýýýý,19000000,4924054368.0,Education,ýýýýýýýýýýýýýý ýýýý,60,United States,US,Entertainment,1399.0,116.0,111.0,21587000.0,5400.0,86300.0,64800.0,1000000.0,2018.0,2.0,20,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,2,2018-02-20,2889,1
435,SUPER SLICK SLIME SAM,19000000,7229175322.0,Howto & Style,SUPER SLICK SLIME SAM,903,Mexico,MX,Howto,786.0,15.0,111.0,123338000.0,30800.0,493400.0,370000.0,5900000.0,2018.0,1.0,23,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Howto & Style,1,2018-01-23,2917,1
436,Wow Kidz Action,19000000,8281724393.0,Film & Animation,Wow Kidz Action,1525,India,IN,Entertainment,618.0,78.0,111.0,105706000.0,26400.0,422800.0,317100.0,5100000.0,2017.0,11.0,8,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Film & Animation,11,2017-11-08,2993,2
437,Turma da Mï¿½ï¿½,19000000,13824277846.0,Film & Animation,Turma da Mï¿½ï¿½,1154,Brazil,BR,Film,260.0,22.0,27.0,76903000.0,19200.0,307600.0,230700.0,3700000.0,2012.0,7.0,30,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Film & Animation,7,2012-07-30,4920,0
438,Calvin Harris,19000000,16014044618.0,Music,Calvin Harris,79,United Kingdom,GB,Music,191.0,18.0,99.0,102410000.0,25600.0,409600.0,307200.0,4900000.0,2007.0,2.0,11,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,2,2007-02-11,6916,6
439,KBS WORLD TV,19000000,15126092508.0,Entertainment,KBS WORLD TV,64496,South Korea,KR,Entertainment,217.0,8.0,111.0,107989000.0,27000.0,432000.0,324000.0,5200000.0,2007.0,1.0,6,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Entertainment,1,2007-01-06,6952,5
440,HiMan,18900000,2855519150.0,People & Blogs,HiMan,375,Russia,RU,Entertainment,3094.0,4.0,112.0,24563000.0,6100.0,98300.0,73700.0,1200000.0,2014.0,10.0,16,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,People & Blogs,10,2014-10-16,4112,3
441,Masha e o Urso,18900000,8301731337.0,Shows,Masha e o Urso,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2014.0,2.0,20,,,,,,,Shows,2,2014-02-20,4350,3
442,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,18900000,9813245108.0,Education,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,719,Mexico,MX,Education,459.0,16.0,24.0,140398000.0,35100.0,561600.0,421200.0,6700000.0,2018.0,1.0,26,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Education,1,2018-01-26,2914,4
443,TED-Ed,18800000,3654621568.0,Education,TED-Ed,2072,United States,US,Education,2163.0,117.0,25.0,29874000.0,7500.0,119500.0,89600.0,1400000.0,2011.0,3.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,3,2011-03-01,5437,1
